#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WELCOME_HEADER;Welcome to Crusader Kings II;Bienvenue à Crusader Kings II;Willkommen zu Crusader Kings II;;Bienvenido a Crusader Kings II;;;;;;;;;x
EVTDESC_CM_6357;It's boring to sit here, hidden away. You hardly get out at all, there is no room to run and play and hardly anyone comes to see you. Well, at least people send you gifts to cheer you up. These candies look really nice, but they smell funny. Hmm, the cat can have them. Here kitty...;Comme c'est ennuyeux de rester en permanence dans cette cachette ! Vous ne sortez quasiment jamais, il n'y a pas la place pour courir ou jouer et vous ne recevez quasiment pas de visite. Mais aujourd'hui, quelqu'un vous a envoyé un présent pour vous remonter le moral ! Ces bonbons sont très jolis avec toutes leurs couleurs, mais leur odeur est étrange. Ceux-là seront pour le chat. Tiens, minouche...;Es ist langweilig, die ganze Zeit hier im Versteck zu hocken. Ihr kommt kaum raus, es gibt keinen Platz zum Rennen und Spielen und kaum jemand kommt Euch besuchen. Aber wenigstens schickt man Euch Geschenke, um Euch aufzuheitern. Diese Pralinen sehen hübsch aus, doch sie riechen komisch. Ich gebe sie der Katze. Hier, Mieze...;;Estar aquí escondido resulta muy aburrido. A penas puedes salir, no hay espacio para correr ni distraerse y prácticamente nadie viene a visitarte. Bueno, por lo menos te mandan regalos para animarte. Estos dulces tienen muy buena pinta pero desprenden un olor extraño Mmm... se los podría dar al gato. Toma, ven aquí minino...;;;;;;;;;x
EVTOPTA_CM_6357;Kitty... Kitty?;Minouche… Minouche ?;Mieze... Mieze?;;Gatito... gatito?;;;;;;;;;x
EVTDESC_CM_6358;It seems the poisoned candies failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.;Les friandises empoisonnées n'ont pas suffi à tuer [From.GetTitledName]. L'identité des instigateurs du complot demeure inconnue, toutefois.;Es scheint, dass der Anschlag auf [From.GetTitledName] mit den vergifteten Pralinen fehlgeschlagen ist. Die Auftraggeber des Anschlags aber bleiben unbekannt.;;Parece que los dulces envenenados no han matado a [From.GetTitledName]. De todos modos, los instigadores del complot no han sido revelados.;;;;;;;;;x
EVTOPTA_CM_6358;We will get [From.GetHerHim] next time.;Nous finirons par avoir sa peau.;Das nächste Mal kriegen wir [From.GetHerHim].;;La próxima vez [From.GetHerHim] atraparemos.;;;;;;;;;x
EVTDESC_CM_63599;It seems the poisoned candies failed to kill [From.GetTitledName]. To make things worse, the alchemist was caught and revealed who ordered the murder.;Les friandises empoisonnées n'ont pas suffi à tuer [From.GetTitledName]. Et pour ne rien arranger, la sorcière a été arrêtée et a dévoilé le nom des conspirateurs.;Es scheint, dass der Anschlag auf [From.GetTitledName] mit den vergifteten Pralinen fehlgeschlagen ist. Schlimmer noch: Die Hexe wurde gefasst und hat den Auftraggeber des Anschlags genannt.;;Parece que los dulces envenenados no han matado a [From.GetTitledName]. Para empeorar las cosas, atraparon a la bruja y ésta reveló quién había dado la orden de matar.;;;;;;;;;x
EVTOPTA_CM_63599;Curses!;Malédiction !;Verflucht!;;¡Maldición!;;;;;;;;;x
FE_LOAD_GAME;Load Game;Charger la partie;Spiel laden;;Cargar Partida;;;;;;;;;x
START_GAME;Start Game;Commencer la partie;Spiel starten;;Iniciar Partida;;;;;;;;;x
CUSTOM_GAME;Custom Game Setup;Personnaliser;Individualisieren;;Personalizar;;;;;;;;;x
EVTDESC_CM_2022;The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] has been extraordinary. Through the good example of [From.GetHerHis] guardian, [From.GetSheHe] is developing into a brave young [From.GetLordLady].;L'influence de [From.Guardian.GetTitledFirstNameWithNick] sur votre [From.GetSonDaughter] [From.GetFirstName] est incontestable. Suivant l'exemple de son protecteur, [From.GetSheHe] devient un modèle de bravoure !;Der Einfluss von [From.Guardian.GetTitledFirstNameWithNick] auf Euer Kind [From.GetFirstName] hat sich außerordentlich gut bewährt. Durch das gute Beispiel [From.GetHerHis] Vormunds entwickelt [From.GetSheHe] zu einer wackeren jungen Person.;;La influencia de [From.Guardian.GetTitledFirstNameWithNick] sobre tu [From.GetSonDaughter] [From.GetFirstName] ha sido extraordinaria. Con el buen ejemplo de [From.GetHerHis] tutor, [From.GetSheHe] se está convirtiendo en un/a joven valiente [From.GetLordLady].;;;;;;;;;x
EVTOPTA_CM_2022;Excellent!;Parfait !;Ausgezeichnet!;;¡Excelente!;;;;;;;;;x
EVTOPTB_CM_2022;[From.GetSheHe] should be careful...;[From.GetSheHe] devrait faire attention…;[From.GetSheHe] muss vorsichtig sein...;;[From.GetSheHe] debería andarse con cuidado...;;;;;;;;;x
EVTDESC_CM_2024;The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] has been extraordinary. Through constant practice with horse and blade, [From.GetSheHe] is developing into a strong young [From.GetLordLady].;L'influence de [From.Guardian.GetTitledFirstNameWithNick] sur votre [From.GetSonDaughter] [From.GetFirstName] est incontestable. Suivant ses entraînements d'équitation et de combat à l'épée de façon assidue, [From.GetSheHe] est en train de devenir un modèle de force et d'énergie.;Der Einfluss von [From.Guardian.GetTitledFirstNameWithNick] auf Euer Kind [From.GetFirstName] hat sich außerordentlich gut bewährt. Durch die ständige Übung mit Pferd und Schwert entwickelt [From.GetSheHe] zu einem starken jungen [From.GetLordLady].;;La influencia de [From.Guardian.GetTitledFirstNameWithNick] sobre tu [From.GetSonDaughter] [From.GetFirstName] ha sido extraordinaria. Gracias al entreno constante con el caballo y el acero, [From.GetSheHe] se está convirtiendo en un/a joven valiente [From.GetLordLady].;;;;;;;;;x
EVTDESC_CM_2026;The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] is great. [From.GetSheHe] is developing quite a taste for swordplay.;L'influence de [From.Guardian.GetTitledFirstNameWithNick] sur votre [From.GetSonDaughter] [From.GetFirstName] est incontestable. [From.GetSheHe] commence à prendre goût aux duels.;Der Einfluss von [From.Guardian.GetTitledFirstNameWithNick] auf Euer Kind [From.GetFirstName] hat sich außerordentlich bewährt. [From.GetSheHe] entwickelt sich zum Schwerthelden.;;La influencia de [From.Guardian.GetTitledFirstNameWithNick] sobre tu [From.GetSonDaughter] [From.GetFirstName] es grande. [From.GetSheHe] está encontrando el gusto al manejo de la espada.;;;;;;;;;x
EVTOPTA_CM_2026;This could be good, or bad...;C'est une bonne chose. Ou pas.;Das kann gut sein, oder schlecht...;;Esto tanto puede ser bueno como malo...;;;;;;;;;x
EVTOPTB_CM_2026;That's my boy!;C'est bien, mon fils !;Ja, das ist mein Junge!;;¡Éste es mi chico!;;;;;;;;;x
EVTOPTC_CM_2026;That's my girl!;C'est bien, ma fille !;Ja, das ist mein Mädchen!;;¡Ésta es mi chica!;;;;;;;;;x
EVTDESC_CM_2028;The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] is great. Through the good example of [From.GetHerHis] guardian, [From.GetSheHe] is learning the ethos of a just ruler.;L'influence de [From.Guardian.GetTitledFirstNameWithNick] sur votre [From.GetSonDaughter] [From.GetFirstName] est incontestable. Suivant l'exemple de son protecteur, [From.GetSheHe] apprend la philosophie d'un dirigeant juste.;Der Einfluss von [From.Guardian.GetTitledFirstNameWithNick] auf Euer Kind [From.GetFirstName] ist großartig. Durch das gute Beispiel [From.GetHerHis] Vormunds entwickelt [From.GetSheHe] den Charakter eines gerechten Herrschers.;;La influencia de [From.Guardian.GetTitledFirstNameWithNick] sobre tu [From.GetSonDaughter] [From.GetFirstName] es grande. Con el buen ejemplo de [From.GetHerHis] tutor, [From.GetSheHe] está aprendiendo los valores propios de un gobernante justo.;;;;;;;;;x
EVTOPTA_CM_2028;[From.GetSheHe] makes me proud!;[From.GetSheHe] m'emplit de fierté !;[From.GetSheHe] macht mich stolz!;;¡[From.GetSheHe] me llena de orgullo!;;;;;;;;;x
EVTOPTB_CM_2028;Such notions are for fools!;Ce ne sont que des sottises inutiles !;Das sind doch törichte Gedanken!;;¡Estas ideas son para bobos!;;;;;;;;;x
EVTDESC_CM_2030;My [Root.GetLordLady], your [From.GetSonDaughter] [From.GetFirstName] has fallen most violently fallen off [From.GetHerHis] horse during practice at sword and lance with [From.Guardian.GetTitledFirstName]!;Notre [Root.GetLordLady], votre [From.GetSonDaughter] [From.GetFirstName] a violemment chuté de sa monture lors de son entraînement au maniement de l'épée et de la lance, avec [From.Guardian.GetTitledFirstName] !;Mein(e) [Root.GetLordLady], Euer Kind [From.GetFirstName] ist beim Üben mit Schwert und Lanze mit [From.Guardian.GetTitledFirstName] schlimm vom Pferd gestürzt!;;¡Mi [Root.GetLordLady], su [From.GetSonDaughter] [From.GetFirstName] ha caído violentamente de [From.GetHerHis] caballo durante una práctica de espada y lanza con [From.Guardian.GetTitledFirstName]!;;;;;;;;;x
EVTOPTA_CM_2030;I hope [From.GetSheHe] will come around!;J'espère qu'[From.GetSheHe] va se rétablir !;Ich hoffe, [From.GetSheHe] erholt sich wieder!;;¡Espero que [From.GetSheHe] vuelva en sí!;;;;;;;;;x
EVTOPTB_CM_2030;This is a most grievous wound!;C'est une blessure très sérieuse !;Das ist eine sehr schwere Verletzung!;;¡Es una herida muy grave!;;;;;;;;;x
IS_COASTAL;This province is coastal.;Ceci est une province côtière.;Die Provinz liegt an der Küste.;;Esta provincia es costera.;;;;;;;;x
#adopt_feudalism_desc;Any tribal settlement with a fully upgraded §YHillfort§! is upgraded to a castle.;Une colonie tribale avec un §Yfort de colline§! entièrement amélioré passe au rang de château.;Jede Stammessiedlung mit einer voll ausgebauten §YSchanze§! wird zur Burg hochgestuft.;;Cualquier asentamiento tribal con pleno desarrollo de §YPoblado Fortificado§! es ascendido a castillo.;;;;;;;x;;;;
#adopt_republicanism_desc;Any tribal settlement with a fully upgraded §YMarket Town§! is upgraded to a city.;Une colonie tribale avec un §Ybourg§! entièrement amélioré passe au rang de cité.;Jede Stammessiedlung mit einem voll ausgebauten §YMarktflecken§! wird zur Stadt hochgestuft.;;Cualquier asentamiento tribal con pleno desarrollo de §YCiudad Mercantil§! es ascendido a castillo.;;;;;;;x;;;;
#adopt_feudalism;Adopt Feudalism;Adopter le féodalisme;Übernehmt das Feudalsystem;;Adoptar Feudalismo;;;;;;;;x
#adopt_republicanism;Adopt Republicanism;Adopter le républicanisme;Übernehmt das republikanische System;;Adoptar Republicanismo;;;;;;;;x
NOT_DEMESNE_TITLE_STARTS;No Held Title;Aucun titre détenu;Träger keines Titels;;Sin Título Sustentado;;;;;;;;x
#TRIBAL_VASSAL_OPINION;Unreformed Pagan Tribal Vassal Opinion;Opinion du vassal tribal païen non réformé;Unreformierte heidnische Stammes-Vasallen-Meinung;;Opinión de Vasallo Tribal Pagano No Reformado;;;;;;;;;x
#NOT_LOSE_VASSALS_ON_DEATH_ON;Will no longer risk losing vassals upon death.\n;Ne prendra plus le risque de voir ses vassaux se faire tuer.\n;Riskiert nicht länger, beim Tod Vasallen zu verlieren.\n;;Ya no peligrará la pérdida de vasallos después de muerto.\n;;;;;;;;;x
#NOT_LOSE_VASSALS_ON_DEATH_OFF;Now risk losing vassals upon death.\n;Risque de voir ses vassaux se faire tuer.\n;Riskiert jetzt, beim Tod Vasallen zu verlieren.\n;;Peligra la pérdida vasallos después de muerto.\n;;;;;;;;;x
tribal_organization;Tribal Organization;Organisation tribale;Stammes-Organisation;;Organización Tribal;;;;;;;;x
tribal_organization_0;Minimum Tribal Organization;Organisation tribale minimale;Minimale Stammes-Organisation;;Organización Tribal Mínima;;;;;;;;x
tribal_organization_0_option;Min;Min.;Min;;Mín.;;;;;;;;x
tribal_organization_1;Low Tribal Organization;Organisation tribale faible;Niedrige Stammes-Organisation;;Organización Tribal Baja;;;;;;;;x
tribal_organization_1_option;Low;Faible;Niedrig;;Baja;;;;;;;;x
tribal_organization_2;Medium Tribal Organization;Organisation tribale moyenne;Mittlere Stammes-Organisation;;Organización Tribal Media;;;;;;;;x
tribal_organization_2_option;Medium;Moyenne;Mittel;;Media;;;;;;;;x
tribal_organization_3;High Tribal Organization;Organisation tribale élevée;Hohe Stammes-Organisation;;Organización Tribal Alta;;;;;;;;x
tribal_organization_3_option;High;Élevée;Hoch;;Alta;;;;;;;;x
tribal_organization_4;Absolute Tribal Organization;Organisation tribale absolue;Absolute Stammes-Organisation;;Organización Tribal Absoluta;;;;;;;;x
tribal_organization_4_option;Max;Max;Max;;Máx.;;;;;;;;x
CAP_WAR_UNDECIDED_NO_MAJOR_BATTLE;Score is capped at §Y$CAP$§! because less than §Y$MONTHS$§! months have passed and §Y$ATTACKER$§! has not yet won a major battle;Le score est plafonné à §Y$CAP$§! car moins de §Y$MONTHS$§! mois se sont écoulés et §Y$ATTACKER$§! n'a pas encore remporté de bataille majeure.;Die Punktzahl wird bei §Y$CAP$§! gekappt, weil weniger als §Y$MONTHS$§! vergangen sind und §Y$ATTACKER$§! noch keine größere Schlacht gewonnen hat.;;La puntuación tiene un tope de §Y$CAP$§! porque han pasado menos de §Y$MONTHS$§! meses y los §Y$ATTACKER$§! aún no han ganado ninguna batalla importante.;;;;;;;;;x
EVTDESC63103;Your lord has died, and now somebody else dares claim to be your superior. Perhaps this is the right time to assert your independence?;Votre seigneur est mort et maintenant, quelqu'un ose se prétendre votre supérieur. Il est peut-être temps de revendiquer votre indépendance, non ?;Ihr Lehnsherr ist gestorben, und jetzt erhebt jemand anders den Anspruch auf Herrschaft über Sie. Vielleicht ist das der rechte Augenblick, Ihre Unabhängigkeit zu erklären?;;Tu señor feudal ha muerto y ahora hay un tipo que osa reclamar convertirse en tu superior. ¿Ha llegado el momento justo de reivindicar tu independencia?;;;;;;;;;x
EVTOPTA63103;I will not bend my knee to a weakling!;Je ne m'agenouillerai pas devant une mauviette !;Ich beuge mein Knie vor keinem Schwächling!;;¡No me arrodillaré ante un alfeñique!;;;;;;;;;x
EVTOPTB63103;[New.GetTitledFirstName] is someone I could follow.;[New.GetTitledFirstName] est une personne à qui je pourrais accorder ma confiance.;[New.GetTitledFirstName] ist jemand, dem ich folgen könnte.;;[New.GetTitledFirstName] es alguien a quien podría seguir.;;;;;;;;;x
EVTDESC63104;[From.GetTitledFirstName] has decided to defy your authority and assert [From.GetHerHis] independence, claiming you are too weak to rule over [From.GetHerHim] anyway!;[From.GetTitledFirstName] a décidé de défier votre autorité et d'affirmer son indépendance, prétextant que vous êtes trop faible pour être son dirigeant !;[From.GetTitledFirstName] trotzt Ihrer Macht, erklärt [From.GetHerHis] Unabhängigkeit und behauptet obendrein, Sie seien zu schwach, über [From.GetHerHim] zu herrschen!;;¡[From.GetTitledFirstName] ha decidido desafiar tu autoridad y declarar [From.GetHerHis] independencia, sosteniendo que eres demasiado débil para mandar sobre [From.GetHerHim]!;;;;;;;;;x
EVTOPTA63104;We are not pleased.;Ce n'est pas très correct.;Wir sind nicht erfreut.;;No estamos satisfechos.;;;;;;;;;x
EVTDESC63105;You feared that the lands of [From.GetTitledFirstName] might become independent from your realm in the uncertain moment of your inheritance. Luckily, [From.GetSheHe] has instead confirmed [From.GetHerHis] loyalty by swearing fealty to you.;Vous craigniez que [From.GetTitledFirstName] revendique l'indépendance de ses terres et quitte votre royaume lors de la période transitoire de votre prise de pouvoir. Par chance, [From.GetSheHe] a réitéré sa loyauté à votre égard en vous jurant allégeance.;Sie hatten befürchtet, dass die Länder von [From.GetTitledFirstName] sich in der unsicheren Zeit Ihres Erbfalls für unabhängig erklären könnten. Zum Glück jedoch hat [From.GetSheHe] hat [From.GetHerHis] durch Erneuerung des Lehnseids [From.GetHerHis] Treue bestätigt.;;Temes que las tierras de [From.GetTitledFirstName] se independicen de tu reino en el incierto  momento de tu herencia. Por suerte, en lugar de ello, [From.GetSheHe] ha confirmado [From.GetHerHis] lealtad jurándote fidelidad.;;;;;;;;;x
EVTOPTA63105;A true and loyal vassal!;Un vassal loyal et honnête !;Ein wahrer und treuer Vasall!;;¡Un auténtico y leal vasallo!;;;;;;;;;x
