4785.2.1#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_nimrawdor_adj;Nimrawdorim;;;;;;;;;;;;;x
b_nimrawdor_2;Glaeriss;;;;;;;;;;;;;x
b_nimrawdor_2_adj;Glaerim;;;;;;;;;;;;;x
b_nimrawdor_3;Carambar;;;;;;;;;;;;;x
b_nimrawdor_3_adj;Carambarim;;;;;;;;;;;;;x
b_nimrawdor_4;Carborost;;;;;;;;;;;;;x
b_nimrawdor_4_adj;Carborothrim;;;;;;;;;;;;;x
b_eglahir;Eglahir;;;;;;;;;;;;;x
b_eglahir_adj;Eglahirim;;;;;;;;;;;;;x
b_eglahir_2;Galiôr;;;;;;;;;;;;;x
b_eglahir_2_adj;Galiôrrim;;;;;;;;;;;;;x
b_eglahir_3;Lithnen;;;;;;;;;;;;;x
b_eglahir_3_adj;Lithnenrim;;;;;;;;;;;;;x
b_eglahir_4;Barad Nend;;;;;;;;;;;;;x
b_eglahir_4_adj;Nendrim;;;;;;;;;;;;;x
b_arcof;Arcof;;;;;;;;;;;;;x
b_arcof_adj;Arcofrim;;;;;;;;;;;;;x
b_arcof_2;Caras Pend;;;;;;;;;;;;;x
b_arcof_2_adj;Pendrim;;;;;;;;;;;;;x
b_arcof_3;Aeramacilrond;;;;;;;;;;;;;x
b_arcof_3_adj;Aeramacilrim;;;;;;;;;;;;;x
b_arcof_4;Amon Cairoth;;;;;;;;;;;;;x
b_arcof_4_adj;Amon Cairoth;;;;;;;;;;;;;x
b_tharlonn;Tharlonn;;;;;;;;;;;;;x
b_tharlonn_adj;Tharlonnrim;;;;;;;;;;;;;x
b_tharlonn_2;Adlannalonn;;;;;;;;;;;;;x
b_tharlonn_2_adj;Adlannalonnrim;;;;;;;;;;;;;x
b_tharlonn_3;Rond Orodon;;;;;;;;;;;;;x
b_tharlonn_3_adj;Orodonrim;;;;;;;;;;;;;x
b_tharlonn_4;Rond-en-Tawar;;;;;;;;;;;;;x
b_tharlonn_4_adj;Tawarim;;;;;;;;;;;;;x
b_rhugrod;Uzlamazahâr;;;;;;;;;;;;;x
b_rhugrod_adj;Uzlamazahârdul;;;;;;;;;;;;;x
b_rhugrod_2;Rhugrod;;;;;;;;;;;;;x
b_rhugrod_2_adj;Rhugrod;;;;;;;;;;;;;x
b_rhugrod_3;Rhugrodrim;;;;;;;;;;;;;x
b_rhugrod_3_adj;Rhugrodrim;;;;;;;;;;;;;x
b_rhugrod_4;Morgrond;;;;;;;;;;;;;x
b_rhugrod_4_adj;Morgrond;;;;;;;;;;;;;x
b_rhugrod_5;Morgrondrim;;;;;;;;;;;;;x
b_rhugrod_5_adj;Morgrondrim;;;;;;;;;;;;;x
b_glithui;Glithui;;;;;;;;;;;;;x
b_glithui_adj;Glithui;;;;;;;;;;;;;x
b_glithui_2;Bar-en-Magdan;;;;;;;;;;;;;x
b_glithui_2_adj;Magdanrim;;;;;;;;;;;;;x
b_glithui_3;Celethring;;;;;;;;;;;;;x
b_glithui_3_adj;Celethrim;;;;;;;;;;;;;x
b_holgwaith;Holgwaith;;;;;;;;;;;;;x
b_holgwaith_adj;Holgwaith;;;;;;;;;;;;;x
b_holgwaith_2;Cofnardh;;;;;;;;;;;;;x
b_holgwaith_2_adj;Cyfrim;;;;;;;;;;;;;x
b_holgwaith_3;Losmbar;;;;;;;;;;;;;x
b_holgwaith_3_adj;Losmbarim;;;;;;;;;;;;;x
b_eithel_ringwil;Eithel Ringwil;;;;;;;;;;;;;x
b_eithel_ringwil_adj;Ringwilrim;;;;;;;;;;;;;x
b_eithel_ringwil_2;Echad Culuinaegas;;;;;;;;;;;;;x
b_eithel_ringwil_2_adj;Culuinaegrim;;;;;;;;;;;;;x
b_eithel_ringwil_3;Ingwildor;;;;;;;;;;;;;x
b_eithel_ringwil_3_adj;Ingwildorim;;;;;;;;;;;;;x
b_lanthiriath;Lanthiriath;;;;;;;;;;;;;x
b_lanthiriath_adj;Lanthiriathrim;;;;;;;;;;;;;x
b_lanthiriath_2;Barad Eirien;;;;;;;;;;;;;x
b_lanthiriath_2_adj;Lanthiriathrim;;;;;;;;;;;;;x
b_lanthiriath_3;Barad Torn;;;;;;;;;;;;;x
b_lanthiriath_3_adj;Tornrim;;;;;;;;;;;;;x
b_lanthiriath_4;Iant Gondren;;;;;;;;;;;;;x
b_lanthiriath_4_adj;Ianthrim;;;;;;;;;;;;;x
b_narogardh;Narogardh;;;;;;;;;;;;;x
b_narogardh_adj;Narogardh;;;;;;;;;;;;;x
b_narogardh_2;Echad-i-Finrodor;;;;;;;;;;;;;x
b_narogardh_2_adj;Finrodorim;;;;;;;;;;;;;x
b_narogardh_3;Caras Ilmandur;;;;;;;;;;;;;x
b_narogardh_3_adj;Caras Ilmandur;;;;;;;;;;;;;x
b_bel;Bel;;;;;;;;;;;;;x
b_bel_adj;Belrim;;;;;;;;;;;;;x
b_angbor;Angbor;;;;;;;;;;;;;x
b_angbor_adj;Angbor;;;;;;;;;;;;;x
b_angbor_2;Rond Angon;;;;;;;;;;;;;x
b_angbor_2_adj;Angonrim;;;;;;;;;;;;;x
b_angbor_3;Rond Paurim;;;;;;;;;;;;;x
b_angbor_3_adj;Paurim;;;;;;;;;;;;;x
b_forthanc;Forthanc;;;;;;;;;;;;;x
b_forthanc_adj;Forthancrim;;;;;;;;;;;;;x
b_forthanc_2;Bar Haered;;;;;;;;;;;;;x
b_forthanc_2_adj;Haeredrim;;;;;;;;;;;;;x
b_forthanc_3;Duindeith;;;;;;;;;;;;;x
b_forthanc_3_adj;Duindeithrim;;;;;;;;;;;;;x
b_pherenost;Pherenost;;;;;;;;;;;;;x
b_pherenost_adj;Pherenothrim;;;;;;;;;;;;;x
b_pherenost_2;Rond Elmo;;;;;;;;;;;;;x
b_pherenost_2_adj;Elmorim;;;;;;;;;;;;;x
b_pherenost_3;Methrond-en-Teleri;;;;;;;;;;;;;x
b_pherenost_3_adj;Methrond;;;;;;;;;;;;;x
b_pherenost_4;Bar-en-Golfernil;;;;;;;;;;;;;x
b_pherenost_4_adj;Golfernilrim;;;;;;;;;;;;;x
b_pherenost_5;Gwainost;;;;;;;;;;;;;x
b_pherenost_5_adj;Gwainothrim;;;;;;;;;;;;;x
b_neldoreth_5;Bar-en-Neldoreth;;;;;;;;;;;;;x
b_neldoreth_5_adj;Bar-en-Neldorethrim;;;;;;;;;;;;;x
b_hollin;Hollin;;;;;;;;;;;;;x
b_hollin_adj;Hollin;;;;;;;;;;;;;x
b_hollin_2;Eregdos Iaur;;;;;;;;;;;;;x
b_hollin_2_adj;Eregdos Iaur;;;;;;;;;;;;;x
b_hollin_3;Orthindilbar;;;;;;;;;;;;;x
b_hollin_3_adj;Orthindilbarim;;;;;;;;;;;;;x
b_hollin_4;Echad Galdil;;;;;;;;;;;;;x
b_hollin_4_adj;Galdilrim;;;;;;;;;;;;;x
b_hollin_5;Taurimbar;;;;;;;;;;;;;x
b_hollin_5_adj;Taurim;;;;;;;;;;;;;x
b_edennogrod;Buzdûm-Mazar;;;;;;;;;;;;;x
b_edennogrod_adj;Buzdûm-Mazardul;;;;;;;;;;;;;x
b_edennogrod_2;Nibbingrod;;;;;;;;;;;;;x
b_edennogrod_2_adj;Nibbingrodrim;;;;;;;;;;;;;x
b_edennogrod_3;Eithelond;;;;;;;;;;;;;x
b_edennogrod_3_adj;Eithelond;;;;;;;;;;;;;x
b_edennogrod_4;Amonost Carn;;;;;;;;;;;;;x
b_edennogrod_4_adj;Amonothrim Carn;;;;;;;;;;;;;x
b_edennogrod_5;Feladaer;;;;;;;;;;;;;x
b_edennogrod_5_adj;Feladaerim;;;;;;;;;;;;;x
b_khalarazum;Khalarazum;;;;;;;;;;;;;x
b_khalarazum_adj;Khalarazumdul;;;;;;;;;;;;;x
b_khalarazum_2;Aeronaug;;;;;;;;;;;;;x
b_khalarazum_2_adj;Aeronaugrim;;;;;;;;;;;;;x
b_khalarazum_3;Caroth Maer;;;;;;;;;;;;;x
b_khalarazum_3_adj;Carothrim;;;;;;;;;;;;;x
b_khalarazum_4;Amon Rhûn;;;;;;;;;;;;;x
b_khalarazum_4_adj;Rhûnrim;;;;;;;;;;;;;x
b_nornhabar;Nornhabar;;;;;;;;;;;;;x
b_nornhabar_adj;Nornhabarim;;;;;;;;;;;;;x
b_nornhabar_2;Sabarimrond;;;;;;;;;;;;;x
b_nornhabar_2_adj;Sabarim;;;;;;;;;;;;;x
b_nornhabar_3;Himrond;;;;;;;;;;;;;x
b_nornhabar_3_adj;Himrim;;;;;;;;;;;;;x
b_nornhabar_4;Ram Gorn;;;;;;;;;;;;;x
b_nornhabar_4_adj;Gornrim;;;;;;;;;;;;;x
b_nornhabar_5;Amon Rammas;;;;;;;;;;;;;x
b_nornhabar_5_adj;Rammathrim;;;;;;;;;;;;;x
b_telenaug;Telenaug;;;;;;;;;;;;;x
b_telenaug_adj;Telenaugrim;;;;;;;;;;;;;x
b_telenaug_2;Celebsabar;;;;;;;;;;;;;x
b_telenaug_2_adj;Celebsabarim;;;;;;;;;;;;;x
b_telenaug_3;Amon Fang;;;;;;;;;;;;;x
b_telenaug_3_adj;Fangrim;;;;;;;;;;;;;x
b_telenaug_4;Turg-dûm;;;;;;;;;;;;;x
b_telenaug_4_adj;Turgdul;;;;;;;;;;;;;x
b_telenaug_5;Rond-en-Nogothrim;;;;;;;;;;;;;x
b_telenaug_5_adj;Rond-en-Nogothrim;;;;;;;;;;;;;x
b_harnauglim;Harnauglim;;;;;;;;;;;;;x
b_harnauglim_adj;Harnauglim;;;;;;;;;;;;;x
b_harnauglim_2;Hadhodrim Harnen;;;;;;;;;;;;;x
b_harnauglim_2_adj;Hadhodrim;;;;;;;;;;;;;x
b_harnauglim_3;Glornan;;;;;;;;;;;;;x
b_harnauglim_3_adj;Glornanrim;;;;;;;;;;;;;x
b_harnauglim_4;Salabrond;;;;;;;;;;;;;x
b_harnauglim_4_adj;Salabrim;;;;;;;;;;;;;x
b_ilbranteloth;Ilbrateloth;;;;;;;;;;;;;x
b_ilbranteloth_adj;Ilbrantelothrim;;;;;;;;;;;;;x
b_ilbranteloth_2;Cris a Deloth Ilbrant;;;;;;;;;;;;;x
b_ilbranteloth_2_adj;Cris a Deloth Ilbrant;;;;;;;;;;;;;x
b_ilbranteloth_3;Teld Quing Ilon;;;;;;;;;;;;;x
b_ilbranteloth_3_adj;Teld Quing Ilon;;;;;;;;;;;;;x
b_ilbranteloth_4;Ilwerantelimba;;;;;;;;;;;;;x
b_ilbranteloth_4_adj;Ilwerantelimba;;;;;;;;;;;;;x
b_aiwenor;Aiwenor;;;;;;;;;;;;;x
b_aiwenor_adj;Aiwenorim;;;;;;;;;;;;;x
b_aiwenor_2;Marto-mi-Aiwenorë;;;;;;;;;;;;;x
b_aiwenor_2_adj;Aiwenorëdil;;;;;;;;;;;;;x
b_aiwenor_3;Falas-en-Gódhil;;;;;;;;;;;;;x
b_aiwenor_3_adj;Falas-en-Gódhil;;;;;;;;;;;;;x
b_aiwenor_4;Thandost;;;;;;;;;;;;;x
b_aiwenor_4_adj;Thandothrim;;;;;;;;;;;;;x
b_imladrain;Imladrain;;;;;;;;;;;;;x
b_imladrain_adj;Imladrain;;;;;;;;;;;;;x
b_imladrain_2;Daeriss;;;;;;;;;;;;;x
b_imladrain_2_adj;Daeriss;;;;;;;;;;;;;x
b_imladrain_3;Cirith Aiwen;;;;;;;;;;;;;x
b_imladrain_3_adj;Aiwenrim;;;;;;;;;;;;;x
b_imladrain_4;Amon Nevrast Niben;;;;;;;;;;;;;x
b_imladrain_4_adj;Amon Nevrast Niben;;;;;;;;;;;;;x
b_glanduin;Glanduin;;;;;;;;;;;;;x
b_glanduin_adj;Glanduin;;;;;;;;;;;;;x
b_glanduin_2;Echad-i-Helvindor;;;;;;;;;;;;;x
b_glanduin_2_adj;Echad-i-Helvindor;;;;;;;;;;;;;x
b_glanduin_3;Bar-en-Galathrond;;;;;;;;;;;;;x
b_glanduin_3_adj;Galathrondrim;;;;;;;;;;;;;x
b_lugongushar;Lugongushar;;;;;;;;;;;;;x
b_lugongushar_adj;Lugongushar;;;;;;;;;;;;;x
b_lugongushar_2;Amon Orchimbar;;;;;;;;;;;;;x
b_lugongushar_2_adj;Amon Orchimbar;;;;;;;;;;;;;x
b_lugongushar_3;Cirith Lithuimbar;;;;;;;;;;;;;x
b_lugongushar_3_adj;Lithrim;;;;;;;;;;;;;x
b_lugongushar_4;Minas Mortham;;;;;;;;;;;;;x
b_lugongushar_4_adj;Mortham;;;;;;;;;;;;;x
b_lugongushar_5;Amgurth;;;;;;;;;;;;;x
b_lugongushar_5_adj;Amgurthrim;;;;;;;;;;;;;x
b_lugongushar_6;Echad Angraug;;;;;;;;;;;;;x
b_lugongushar_6_adj;Angraugrim;;;;;;;;;;;;;x
b_gonardh;Gonardh;;;;;;;;;;;;;x
b_gonardh_adj;Gonardh;;;;;;;;;;;;;x
b_gonardh_2;Ramdaer Iaur;;;;;;;;;;;;;x
b_gonardh_2_adj;Ramdaer Iaur;;;;;;;;;;;;;x
b_gonardh_3;Gorthrimdor;;;;;;;;;;;;;x
b_gonardh_3_adj;Gorthrimdorim;;;;;;;;;;;;;x
b_cheldolath;Cheldolath;;;;;;;;;;;;;x
b_cheldolath_adj;Cheldolathrim;;;;;;;;;;;;;x
b_cheldolath_2;Morglawar;;;;;;;;;;;;;x
b_cheldolath_2_adj;Morglawarim;;;;;;;;;;;;;x
b_lugku;Lugku;;;;;;;;;;;;;x
b_lugku_adj;Lugku;;;;;;;;;;;;;x
b_lugku_2;Angîf;;;;;;;;;;;;;x
b_lugku_2_adj;Angîfrim;;;;;;;;;;;;;x
b_lugku_3;Barad Dath;;;;;;;;;;;;;x
b_lugku_3_adj;Barad Dathrim;;;;;;;;;;;;;x
b_lugku_4;Iâmbar;;;;;;;;;;;;;x
b_lugku_4_adj;Iâmbarim;;;;;;;;;;;;;x
b_lugku_5;Gar Terich;;;;;;;;;;;;;x
b_lugku_5_adj;Terichrim;;;;;;;;;;;;;x
b_pendrath_iaur;Pendrath Iaur;;;;;;;;;;;;;x
b_pendrath_iaur_adj;Pendrathrim;;;;;;;;;;;;;x
b_pendrath_iaur_2;Annon-en-Udûn;;;;;;;;;;;;;x
b_pendrath_iaur_2_adj;Annon-en-Udûn;;;;;;;;;;;;;x
b_narthalf;Narthalf;;;;;;;;;;;;;x
b_narthalf_adj;Narthalf;;;;;;;;;;;;;x
b_narthalf_2;Parangondol;;;;;;;;;;;;;x
b_narthalf_2_adj;Parangondolrim;;;;;;;;;;;;;x
b_bariannen;Bariannen;;;;;;;;;;;;;x
b_bariannen_adj;Bariannen;;;;;;;;;;;;;x
b_bariannen_2;Echad Yrjänä;;;;;;;;;;;;;x
b_bariannen_2_adj;Yrjänärim;;;;;;;;;;;;;x
b_bariannen_3;Gorthad-en-Forodwaith;;;;;;;;;;;;;x
b_bariannen_3_adj;Gorthadrim;;;;;;;;;;;;;x
b_nan_losnaeth;Nan Losnaeth;;;;;;;;;;;;;x
b_nan_losnaeth_adj;Nan Losnaeth;;;;;;;;;;;;;x
b_nan_losnaeth_2;Bar-en-Umarthrimdor;;;;;;;;;;;;;x
b_nan_losnaeth_2_adj;Umarthrim;;;;;;;;;;;;;x
b_nan_losnaeth_3;Glamogorthad;;;;;;;;;;;;;x
b_nan_losnaeth_3_adj;Glamogorthadrim;;;;;;;;;;;;;x
b_burzum_doraz;Burzum-Doraz;;;;;;;;;;;;;x
b_burzum_doraz_adj;Burzum-Doraz;;;;;;;;;;;;;x
b_burzum_doraz_2;Calan-vi-Dúath;;;;;;;;;;;;;x
b_burzum_doraz_2_adj;Dúathrim;;;;;;;;;;;;;x
b_burzum_doraz_3;Asadol;;;;;;;;;;;;;x
b_burzum_doraz_3_adj;Asadolrim;;;;;;;;;;;;;x
b_burzum_doraz_4;Barad Morn;;;;;;;;;;;;;x
b_burzum_doraz_4_adj;Barad Morn;;;;;;;;;;;;;x
b_torogmar;Torogmar;;;;;;;;;;;;;x
b_torogmar_adj;Torogmarim;;;;;;;;;;;;;x
b_torogmar_2;Echad Drûlevain;;;;;;;;;;;;;x
b_torogmar_2_adj;Drûlevain;;;;;;;;;;;;;x
b_aeglir_arvethed;Aeglir Arvethed;;;;;;;;;;;;;x
b_aeglir_arvethed_adj;Aeglir Arvethedrim;;;;;;;;;;;;;x
b_aeglir_arvethed_2;Amon Barad;;;;;;;;;;;;;x
b_aeglir_arvethed_2_adj;Amon Barad;;;;;;;;;;;;;x
b_aeglir_arvethed_3;Collambar;;;;;;;;;;;;;x
b_aeglir_arvethed_3_adj;Collambarim;;;;;;;;;;;;;x
b_burgul_iarn;Burgul-Iarn;;;;;;;;;;;;;x
b_burgul_iarn_adj;Burgul-Iarn;;;;;;;;;;;;;x
b_burgul_iarn_2;Minas Hithren;;;;;;;;;;;;;x
b_burgul_iarn_2_adj;Minas Hithrim;;;;;;;;;;;;;x
b_burgul_iarn_3;Lanthir-en-Gûl;;;;;;;;;;;;;x
b_burgul_iarn_3_adj;Gûlrim;;;;;;;;;;;;;x
b_burgul_iarn_4;Gar Guldur;;;;;;;;;;;;;x
b_burgul_iarn_4_adj;Guldurim;;;;;;;;;;;;;x
b_burgul_iarn_5;Torech Mûl;;;;;;;;;;;;;x
b_burgul_iarn_5_adj;Torech Mûl;;;;;;;;;;;;;x
b_burgul_iarn_6;Morguldor;;;;;;;;;;;;;x
b_burgul_iarn_6_adj;Morguldor;;;;;;;;;;;;;x
b_minheldolath;Minheldolath;;;;;;;;;;;;;x
b_minheldolath_adj;Minheldolathrim;;;;;;;;;;;;;x
b_minheldolath_2;Gar-en-Yrchellon;;;;;;;;;;;;;x
b_minheldolath_2_adj;Yrchellon;;;;;;;;;;;;;x
b_minheldolath_3;Amon Sarmir;;;;;;;;;;;;;x
b_minheldolath_3_adj;Sarmir;;;;;;;;;;;;;x
b_minui_edwyn_eryn;Minui Edwyn Eryn;;;;;;;;;;;;;x
b_minui_edwyn_eryn_adj;Minui Edwyn Eryn;;;;;;;;;;;;;x
b_minui_edwyn_eryn_2;Fornaugrimost;;;;;;;;;;;;;x
b_minui_edwyn_eryn_2_adj;Fornaugrimothrim;;;;;;;;;;;;;x
b_minui_edwyn_eryn_3;Ondosto;;;;;;;;;;;;;x
b_minui_edwyn_eryn_3_adj;Ondosto;;;;;;;;;;;;;x
b_minui_edwyn_eryn_4;Felegost;;;;;;;;;;;;;x
b_minui_edwyn_eryn_4_adj;Felegothrim;;;;;;;;;;;;;x
b_lostladen;Lostladen;;;;;;;;;;;;;x
b_lostladen_adj;Lostladen;;;;;;;;;;;;;x
b_lostladen_2;Delorthel;;;;;;;;;;;;;x
b_lostladen_2_adj;Delorthelrim;;;;;;;;;;;;;x
b_dor_gwasgonin;Dor Gwasgonin;;;;;;;;;;;;;x
b_dor_gwasgonin_adj;Gwasgonin;;;;;;;;;;;;;x
b_dor_gwasgonin_2;Gondofân;;;;;;;;;;;;;x
b_dor_gwasgonin_2_adj;Gondofânrim;;;;;;;;;;;;;x
b_mallost;Zirakbhund;;;;;;;;;;;;;x
b_mallost_adj;Zirakbhundul;;;;;;;;;;;;;x
b_mallost_2;Caras Mallothrim;;;;;;;;;;;;;x
b_mallost_2_adj;Mallothrim;;;;;;;;;;;;;x
b_mallost_3;Dolthost;;;;;;;;;;;;;x
b_mallost_3_adj;Dolthost;;;;;;;;;;;;;x
b_mallost_4;Nogrod Sain;;;;;;;;;;;;;x
b_mallost_4_adj;Nogrod Sain;;;;;;;;;;;;;x
b_mallost_5;Korda Sabarnen;;;;;;;;;;;;;x
b_mallost_5_adj;Sabarim;;;;;;;;;;;;;x
b_gelduin;Gelduin;;;;;;;;;;;;;x
b_gelduin_adj;Geldruinrim;;;;;;;;;;;;;x
b_gelduin_2;Crabandol;;;;;;;;;;;;;x
b_gelduin_2_adj;Crabandolrim;;;;;;;;;;;;;x
b_gelduin_3;Aeglidirnan;;;;;;;;;;;;;x
b_gelduin_3_adj;Aeglidirim;;;;;;;;;;;;;x
b_gwanim_taur;Gwanim-Taur;;;;;;;;;;;;;x
b_gwanim_taur_adj;Gwanim;;;;;;;;;;;;;x
b_gwanim_taur_2;Rond Tareg;;;;;;;;;;;;;x
b_gwanim_taur_2_adj;Taregrim;;;;;;;;;;;;;x
b_gwanim_taur_3;Thuringlad;;;;;;;;;;;;;x
b_gwanim_taur_3_adj;Thuringladrim;;;;;;;;;;;;;x
b_goriadlim;Goriadlim;;;;;;;;;;;;;x
b_goriadlim_adj;Goriadlim;;;;;;;;;;;;;x
b_goriadlim_2;Eldramdor;;;;;;;;;;;;;x
b_goriadlim_2_adj;Eldramdorim;;;;;;;;;;;;;x
b_goriadlim_3;Echad Magláró;;;;;;;;;;;;;x
b_goriadlim_3_adj;Echad Maglárórim;;;;;;;;;;;;;x
b_goriadlim_4;Elwendol;;;;;;;;;;;;;x
b_goriadlim_4_adj;Elwendolrim;;;;;;;;;;;;;x
b_ethir_gelion;Ethir Gelion;;;;;;;;;;;;;x
b_ethir_gelion_adj;Ethir Gelion;;;;;;;;;;;;;x
b_ethir_gelion_2;Echad Danirothó;;;;;;;;;;;;;x
b_ethir_gelion_2_adj;Danirothórim;;;;;;;;;;;;;x
b_ethir_gelion_3;Barad-or-Gelion;;;;;;;;;;;;;x
b_ethir_gelion_3_adj;Barad-or-Gelion;;;;;;;;;;;;;x
b_ethir_gelion_4;Adumbar;;;;;;;;;;;;;x
b_ethir_gelion_4_adj;Adumbarim;;;;;;;;;;;;;x
b_amon_elu;Fendar'urdu;;;;;;;;;;;;;x
b_amon_elu_adj;Fendar'urdu;;;;;;;;;;;;;x
b_amon_elu_2;Amon Elu;;;;;;;;;;;;;x
b_amon_elu_2_adj;Amon Elu;;;;;;;;;;;;;x
b_amon_elu_3;Rond Sammath;;;;;;;;;;;;;x
b_amon_elu_3_adj;Sammathrim;;;;;;;;;;;;;x
b_amon_elu_4;Mazarbulund;;;;;;;;;;;;;x
b_amon_elu_4_adj;Mazarbulundul;;;;;;;;;;;;;x
b_nunaluksor_5;Nan Avari;;;;;;;;;;;;;x
b_nunaluksor_5_adj;Nan Avari;;;;;;;;;;;;;x
b_kenbel;Kenbel;;;;;;;;;;;;;x
b_kenbel_adj;Kenbelrim;;;;;;;;;;;;;x
b_shhe_themar;Shhe Themar;;;;;;;;;;;;;x
b_shhe_themar_adj;Themarin;;;;;;;;;;;;;x
b_han_elunore;Han Elunore;;;;;;;;;;;;;x
b_han_elunore_adj;Elunorim;;;;;;;;;;;;;x
b_eralion;Eralion;;;;;;;;;;;;;x
b_eralion_adj;Eralion;;;;;;;;;;;;;x
b_nilelsari;Nilelsari;;;;;;;;;;;;;x
b_nilelsari_adj;Nilelsarim;;;;;;;;;;;;;x
b_asysehone;Asysehone;;;;;;;;;;;;;x
b_asysehone_adj;Asysehonerim;;;;;;;;;;;;;x
b_penladen;Penladen;;;;;;;;;;;;;x
b_penladen_adj;Penladenrim;;;;;;;;;;;;;x
b_penladen_2;Echad Aronoruth;;;;;;;;;;;;;x
b_penladen_2_adj;Echad Aronoruth;;;;;;;;;;;;;x
b_penladen_3;Wáglîrimbar;;;;;;;;;;;;;x
b_penladen_3_adj;Wáglîrim;;;;;;;;;;;;;x
b_shren_caelora;Shren Caelora;;;;;;;;;;;;;x
b_shren_caelora_adj;Caelorim;;;;;;;;;;;;;x
b_ymalean;Ymalean;;;;;;;;;;;;;x
b_ymalean_adj;Ymaleanrim;;;;;;;;;;;;;x
b_uyran_alora;Uryan Alora;;;;;;;;;;;;;x
b_uyran_alora_adj;Uryanrim;;;;;;;;;;;;;x
b_umyenthas;Umyenthas;;;;;;;;;;;;;x
b_umyenthas_adj;Umyenrim;;;;;;;;;;;;;x
b_forodram;Forodram;;;;;;;;;;;;;x
b_forodram_adj;Forodram;;;;;;;;;;;;;x
b_forodram_2;Eryngar Iaur;;;;;;;;;;;;;x
b_forodram_2_adj;Eryngarim;;;;;;;;;;;;;x
b_forodram_3;Nan-en-Urudhil;;;;;;;;;;;;;x
b_forodram_3_adj;Urudhilrim;;;;;;;;;;;;;x
b_calenia;Calenia;;;;;;;;;;;;;x
b_calenia_adj;Caleniarim;;;;;;;;;;;;;x
b_calenia_2;Felaroth;;;;;;;;;;;;;x
b_calenia_2_adj;Felarothrim;;;;;;;;;;;;;x
b_calenia_3;Echad Egledhrim;;;;;;;;;;;;;x
b_calenia_3_adj;Echad Egledhrim;;;;;;;;;;;;;x
b_onodrimdor;Onodrimdor;;;;;;;;;;;;;x
b_onodrimdor_adj;Onodrimdorim;;;;;;;;;;;;;x
b_onodrimdor_2;Rond Fangorn;;;;;;;;;;;;;x
b_onodrimdor_2_adj;Rond Fangorn;;;;;;;;;;;;;x
b_onodrimdor_3;Lhingrilost Niben;;;;;;;;;;;;;x
b_onodrimdor_3_adj;Lhingrilost Niben;;;;;;;;;;;;;x
b_taur_na_foen;Orod-na-Thôn;;;;;;;;;;;;;x
b_taur_na_foen_adj;Orod-na-Thôn;;;;;;;;;;;;;x
b_taur_na_foen_2;Taur-en-Lhingril;;;;;;;;;;;;;x
b_taur_na_foen_2_adj;Taur-en-Lhingril;;;;;;;;;;;;;x
b_taur_na_foen_3;Bar-en-Lumbar;;;;;;;;;;;;;x
b_taur_na_foen_3_adj;Lumbarim;;;;;;;;;;;;;x
b_taur_na_foen_4;Morgaladh Daer;;;;;;;;;;;;;x
b_taur_na_foen_4_adj;Morgaladh Daer;;;;;;;;;;;;;x
b_tardor;Tardor;;;;;;;;;;;;;x
b_tardor_adj;Tardorim;;;;;;;;;;;;;x
b_tardor_2;Drúeumbar;;;;;;;;;;;;;x
b_tardor_2_adj;Drúeumbarim;;;;;;;;;;;;;x
b_tardor_3;Echad Malenothrim;;;;;;;;;;;;;x
b_tardor_3_adj;Malenothrim;;;;;;;;;;;;;x
b_emyn_glaindor;Emyn Glaindor;;;;;;;;;;;;;x
b_emyn_glaindor_adj;Emyn Glaindorim;;;;;;;;;;;;;x
b_emyn_glaindor_2;Uialiarmbar;;;;;;;;;;;;;x
b_emyn_glaindor_2_adj;Uialiarim;;;;;;;;;;;;;x
b_emyn_glaindor_3;Amon Luinoth;;;;;;;;;;;;;x
b_emyn_glaindor_3_adj;Amon Luinoth;;;;;;;;;;;;;x
b_dumgorthin;Dumgorthin;;;;;;;;;;;;;x
b_dumgorthin_adj;Dumgorthinrim;;;;;;;;;;;;;x
b_dumgorthin_2;Uilos-en-Carmor;;;;;;;;;;;;;x
b_dumgorthin_2_adj;Uilos-en-Carmor;;;;;;;;;;;;;x
b_dumgorthin_3;Echad-or-Gaurdol;;;;;;;;;;;;;x
b_dumgorthin_3_adj;Gaurdolrim;;;;;;;;;;;;;x
b_tharpennath;Tharpennath;;;;;;;;;;;;;x
b_tharpennath_adj;Tharpennathrim;;;;;;;;;;;;;x
b_tharpennath_2;Thavrondol;;;;;;;;;;;;;x
b_tharpennath_2_adj;Thavrondolrim;;;;;;;;;;;;;x
b_tharpennath_3;Tamin Telperinquaro;;;;;;;;;;;;;x
b_tharpennath_3_adj;Telperinquaroli;;;;;;;;;;;;;x
b_barandor;Barandor;;;;;;;;;;;;;x
b_barandor_adj;Baranrim;;;;;;;;;;;;;x
b_barandor_2;Tirith Hûath;;;;;;;;;;;;;x
b_barandor_2_adj;Hûathrim;;;;;;;;;;;;;x
b_barandor_3;Echad Carnen;;;;;;;;;;;;;x
b_barandor_3_adj;Echad Carnen;;;;;;;;;;;;;x
b_helgwae;Helgwae;;;;;;;;;;;;;x
b_helgwae_adj;Helrim;;;;;;;;;;;;;x
b_helgwae_2;Minas Heleg;;;;;;;;;;;;;x
b_helgwae_2_adj;Helegwaith;;;;;;;;;;;;;x
